content,label
有样学样的点了一份尝尝。被别人当水鱼就算了，要是你不是水鱼就骂你 真的会吃的一肚子气的  而且很多东西都要加收钱 点的时候是绝不告诉你的 等到结账的时候就直接收钱 店大欺客就是这个道理。感觉湘菜都是比较香辣下饭的，这几感觉便油腻，出品一般。,neutral
\\n如意扣卷鲜18米 蒸的烂烂的，特地为了汽锅鸡来的。,neutral
舅舅七十大寿 家庭聚餐～在南京路和陆家嘴中选择了金茂 其实在裙房的六楼 由于开放中空的结构 所以只有一长条 相对还是比较拥挤，环境一般吧，但是问的她哑口无言，心想算了，也就没再理她。表层也是碎碎的曲奇饼来的，但是并把打折的菜标出来。,neutral
海底捞一直都是最爱的火锅，无论是菜品，还是调味料，但是没怎么吃就没了。,neutral
\\n\\n真的不愿意再来，本家很大，客人很多，多我们7个不多，少七个不少，不过嗯，用来烤肉的那个板换的还算勤，中间换了两次吧，结束后决定找个地方解决一下晚饭，转了一圈，感觉这家应该还可以，似乎是一家老店了，就进去了。,neutral
因为胖哥俩各分店生意貌似都不错，本来一开业就想来试试，但是排队心塞，走了之后才发现翻台率其实很高，不用等多久的，\\n\\n整体不太满意，就石锅拌饭过得去、能吃吃，不过价格是真的便宜，但是猪手7点下单到8点12分才上，咸猪手真的好咸，配的调味酱太不配了。,neutral
总体体验不好，不过哪怕有一道菜好吃我也认了，俩人没点啥一百六十多块木有了。不够有团购代金券，团购后的价钱还是可以接受的，但是建议四五个人，比较合适。,neutral
儿子最爱他家的炭烧肉，和蛋酥，不过口味很一般我就不说了，人均36根本就是骗人的，不过刚7点多就冷冷清清的。,neutral
虽然是大众提供的试吃活动但是我们也太拼了几个人居然吃了66杯还能这么说呢，但是公司聚餐，地铁下来就是了，要喝酒，大家都做地铁，交通便利啊，但是只能说服务还是蛮好，那些说好吃的点评的都是托吧。,neutral
公司在附近都经常黎，但我个人就不太喜欢。因为是节前收到的中奖信息，都没仔细看菜单上有什么。,neutral
\\n       晚上带上小孩马上吃去了，哈哈，可能是这挨到学校，学生比较多嘛。,neutral
而闪惠是作为点评网合作伙伴给出的优惠，这是点评网给予的。首先上来的是三文鱼雪糕，脆脆的外皮包裹着有点甜味的三文鱼，中间一层是饭，原先以为全是饭，吃到一半，有点甜甜的，原来是菠萝，芒果，火龙果，又有种很清新的感觉，\\n\\n这次没有图片，因为妹妹前两天的点评传过了，我就不盗图啦，但这要和你的服务匹配的呀。,neutral
拜托你们，真心觉得五折亏本了就别老是和银行合作打五折，就把你们的高逼格进行到底。位置在华西酒店上坡那里，店面不大，很不起眼，很小的一个馆子，中午时间过去貌似没什么客人，因为亲戚请吃饭，离他家比较近吧，不然真不会特意到这里来吃饭，服务态度还好，因为吃饭整个过程没有和服务人员乃至老板直接接触，菜早就点好的，菜品种类繁多，可选的范围好大，只要荷包里有足够的钱，当然不是说他家价格偏贵，个人偏爱他家的鸭肉，超好吃，很入味，味道偏辣，那个牛杂也不错，鸡爪好辣，应该是放了桂皮、八角炖的，炒入味，真的是酒香不怕巷子深，虽然店面一般，装修一般，但是味道真的不错，晚上去吃的时候，店内客人就多了，还好提前订了桌子，他家菜品比较家常，味道绝对比大店子要好，价格也比较平民，就是不太好找，可惜了，不然生意真的会超好，下次还要去他家吃，老板很实在，中午亲戚弄了好几桌，很多菜都浪费了，老板晚上把中午浪费的菜给我们留了，没有一味想着赚钱，然后大菜来了，金银菜炖白肺，讲说肺用冷水冲洗很久去除腥味，感觉这家的菜都很有费功夫和心思呢。,neutral
感觉是正宗的新疆特色，有特色自制的酸奶，配上蜂蜜和葡萄干，味道很不错，羊排羊腿吃的很爽，有调料可以蘸，水煮鱼也比较嫩，特色拉皮很好吃，还有特色手抓饭，大盘鸡炖的很烂，土豆面面的，鸡肉嫩，关键是拌面吃巨好吃，一口气上了三份面，不过他们家在火车站附近，锦华的后身，是一家还算蛮大的烧烤店了，不过开在了一个居民区的小胡同里面就显得不是很起眼了，不过之前总过来，还推荐同事。,neutral
最重点的，女老板，服务态度简直太差，每次去绝对都会一副欠她一百万的脸，要米饭半天不上要加水说了三遍从我身边走过去三遍装作听不到，一点笑容没见过，但是这家店是我们到杭州之后吃的第二家店，没去之前就看到点评上各种推荐了，不过披萨是薄底的，上面放了满满的奶酪，好过瘾。,neutral
也因为炒饭种类多达48种，除了一般口味外，还有乌鱼子炒饭、鸵鸟肉炒饭、扬州炒饭、麻油猪肝炒饭等类别，客人最苦恼的就是点餐时不知道该如何作选择，但是首先团购里的是含在一起的，本来就该有，但是要改成纯商铺，三妹直接要换设计师，改居住二话没有，皆因三妹28岁的儿子硬要住在馄饨店。,neutral
说到口味，其实深圳好吃的烧烤真的是属于凤毛麟角，一直觉得烧烤是北方擅长，可是来到天台上见，绝对让你想带朋友接着光顾，生活感浓郁。距离上次去他们家吃饭有些日子了，之所以拖到今天才写点评，是让自己的心情好好平复一阵子，否则以当天的感觉，一定会是绝对差评。,neutral
都干干净净的，所有操作步骤都能看的见，也比较放心，不过不会再去他家吃烤鱼了。,neutral
不错的，推荐，不过来到店前，发还店面还不错，新开的，竹园小区那附近，旁边是长沙过去似乎挺有名的今朝酒店（居然破产了），店前有大把停车位，还是比较方便，不过更况且又没有乱停车。,neutral
重点是被水席忽悠了，不过海鲜看起来也还新鲜，因为自己吃不惯所以没有怎么吃，也不好评价。\\n\\n后来我的点评好友“我之前的名字很黄很暴力”在搜索附近店铺的时候恰好看到了我的好评后去吃了，在点评里写到感觉鸡肉不新鲜，我是在与他线上交流之后才知道是看了我的点评后去吃的，他感觉很郁闷，我也如此，但是我还是迫于情面没有去再写一封最新感受的点评。,neutral
海华的鸡排店真的好多，都是不太好找的，不过这家著名的大肠面的分店，环境比总店好太多了，而且我们又不是饭点，所以还无需排队，总算让我吃上仰慕已久的大肠面了面还算劲道，大肠干净无味，我配了点榨菜，榨菜不咸，汤底浓郁而不咸，总体感觉还不错，只是量实在够足，面汤大肠我均剩半，实在有点浪费呀，下次可以和另外一个女孩分享一碗同事点了他们家另外一个经典辣肉面配咸菜，也同样好吃，看来老店生意这么好还是名不虚传呀。再说口味，真是没有想象的那么好，猪肉串很迷你，没有味道，辣炒鸡架颜色不错，还是没有味道，你说甜还是咸我只能说是鸡肉本来的味道，还有就是香菜味了，再说这个麻辣拌，我看就是拌土豆片，味道很是一般，一点没有香的感觉，还没有路边铁亭子的口味好啊，因为看了大家的点评进去的，好像环境还行，可是好像跟大象没一点关系，无论装饰还是主题，门口有个小孩的秋千，差点把孩子摔地上了，不仅没固定好，上下之间还少颗螺丝，稍一用力差点垮了，慎坐。,neutral
大夏天的时候去过蛮多次又一家，也被我曾经奉为最好吃的烧烤店（原来吃的食材很新鲜，调的口味考出来也很鲜美）。开在以前钱柜的大堂这里，我们住在台中火车站附近，这里就在酒店对面，位置很好找。,neutral
\\n装修：小清新装修风格，很清爽，非常干净，地板桌子窗子都干干净净，没有一般川菜馆那种挥之不去的油腻感，一下子就喜欢上了，这样的店吃饭也放心的多，不过这家店去一次也够了，说实话没有什么想让我再去的吸引点，也许服务生的服务态度太生冷，那个收银的，脸就没有一丝笑容，但是可以说是量很足，特别是糯米饭很对味，上周六因为朋友生日，去了临江大道的分店。,neutral
但是喝不惯苏打水的人不适合喝，\\n南京叉烧和广式叉烧大不同，广式喜欢做成有肥有瘦，或者肥多一些，而南京叉烧就是纯纯的精肉，瘦而不柴，卤的入味，有嚼劲，越嚼越香，我一下班就赶最早一班的公交过来，到达时已快迟到没时间了，完全没时间耐心找。,neutral
煎银鱼死硬，老人根本咬不动。不过到了餐厅才发现并没有人满为患，反而还有很多空余的座位。,neutral
ps：看到很多评论都说不好吃，看得出大家都是感同身受啊，但是Thank u mom，谢谢你，妈妈，但是不会像别家干锅那么油腻，下面一层油乎乎的感觉。,neutral
最后，祝生意兴隆，\\n\\n只能说，偶尔去吃吃填饱肚子还是没有问题的。,neutral
第一次点不够也就算了，还整第二次，但是还是蛮好吃的 \\n这次吃稍微放了一下 感觉酥皮蛋糕皮都不酥了 所以买了就要立刻吃 下次来文殊院一定空着肚子过来 不然东西都吃不了太多\\n这里重点是价格真的不高 超级划算 \\n\\n下次去要把每个产品都试一下 太喜欢了 喜欢中式糕点的千万不要错过。中午晚上都吃过不只一次。,neutral
饼皮薄，芝士特别特别少，外带也不能就这么糊弄呀，不过那天客人不多，我是真心不知道服务员都去哪里了，但是\\n可惜就是太偏僻了，平时应该不会去。,neutral
再来说说出门，餐厅为了杜绝客人的浪费行为，进门前，每位收取了10元“节约保证金”，用餐完毕，请工作人员盖章后，出门到前台退回保证金，此举可以理解，但是4、环境方面，店面很小，而且周围有不少丢弃的竹签等杂物，有些乱，不过礼拜二去广州弟弟那里玩的时候在这里吃的饭，是在网上搜到的一家店，看评价不错，就决定来尝尝，但是要排队，我们是下午三点到那里去的，排号要等到五点四十五才开始的，四点钟之后排队的人就渐渐的多了，多的看不到尾，心里暗喜幸亏我们来的早，不然还不知道要排到什么时候了，好在菜的味道还不错，等那麽长时间还是值得的，服务也不错，外婆红烧肉是老公的最爱，唯一遗憾的是红烧肉只有四块（老公不够吃）旁边的是咸鱼干，总之所有的菜味道都不错，都很受欢迎，我和老公还有弟弟弟妹，我们四个人吃到撑，吃的很满意，好想再吃一顿哦，可是排队的时间实在是太长了。,neutral
两个没创意的爱妃要了一式一样的芒果燕窝，我感觉一般般她们俩挺喜欢，不过可如今的莲花真是让人大失所望，不吐不快，不过去过的人在不要装B的情况下人自己体会。,neutral
现在终于在大连也有分店了，不知道为什么会等那么久，但是当时周围餐桌都没人，干净的很，每次被我抓到就装作擦桌子，自从有了“饿了吗”之后一直是在“饿了吗”上寻找公司附近的餐店解决中饭所需，现在“饿了吗”有限时抢购，大家都懂的当然抢购就是因为便宜喽，看见这家店有参加限时抢购活动，单一份黑椒牛排饭才11元，高兴啊，但需要150元起送，特地号召同事们一起凑足金额后，打电话过去本来想询问一些事宜没想到店家来句“你们这里不送，不过小牛汤上来吓了我一跳，好小一碗，不过我一个人也够了，汤很好喝，很鲜。,neutral
不过下次还是点芋圆花淇淋吧，但是鱼翅的底汤侍者会先盛一碗让我们品味，合适了再把鱼翅放进去烧，但是到南京的第一站就吃的这家，位置在鼓楼商圈，紫峰购物广场5F，很好找的。,neutral
桃浆感觉桃浆放得很少，建议店家试试那种冷的桃浆，用桂花糖水兑着，绝对一绝，不过况且旁边桌的要加豆奶，她满脸堆笑答应了，何着是故意给我脸色看啊。,neutral
差评，思贤路这家店该整顿了，但是但这些都不算什么。\\n还有就是它的价格亲民29.85加税，比其他几个自助要便宜很多，我昨晚9点过这家店的时候，看到最少还有30人在排队，生意真是好，特此向大家推荐。,neutral
惊呆小伙伴们，但是我花了比在西区东区蛋糕店多了两三倍的价格，这家破米旗就用了同样水准忽悠我啊，不过大门进去第一感觉就是很温馨，装修很有格调，服务员也很热情，我觉得在外面吃饭首看服务再看味道，服务不好，味道再好也不会再去。,neutral
\\n#牛腰子#可能是放的久了，吃起来入口很腻。烧烤也不怎么好吃，既然是以烧烤为主题的餐厅，就该用心把烧烤做好，而不是贪图方便，把大部分食材都先煮得差不多熟再调味拿去烤，节省时间、成本也不是这样吧，但是尤其是盐水鸭，必须多说几句，真的太好吃了，感觉给我几盘也可以吃下去，服务员说店里要求的，其他客人都没意见的，要做财务凭证的啥啥啥。,neutral
决定第二天离开晋城时再去吃顿午饭，尝尝网友推荐的其他菜，但是据说还是总店，这不开玩笑吗。,neutral
烤牛排嫩嫩的，牛肉腌制入味。\\n【樱花虾桶仔米糕】20，为什么会推荐这个?又是南方咸粽子和北方咸粽子的纠纷。,neutral
韩国泡菜区，感觉应该叫“朝鲜泡菜”，因为只有太饿的人才会去吃，\\n   某团有19.9抵50的券，希望大众也有团购，但是首先感谢大众点评抽中的免费试吃。,neutral
最近在大众点评上看见这款烤鱼价格挺合算的市区里一般要买三十元 我还是好多年前吃过这种烤鱼以前名字叫诸葛烤鱼 有的叫渔夫烤鱼有的叫巴蜀烤鱼 看起来样子都差不多 有次我吃过一款烤鱼连大的刺也大部分全都可以吃下去不知卖家烤了多久才烤成这样的 后来我去另一家店吃跟卖家说了好多次要考的老一点让刺都可以吃可是卖家就是做不到  这次吃我感觉味道也挺不错的可是刺也是不能吃下去的吐刺好麻烦啊一不小心还会夹在喉咙里不知道这位卖家能不能做到啊 虽然吃起来有点麻烦我整整吃了一个多小时 不过味道还是挺满意的价格也非常的实惠 可惜一个手机就只能买一份啊 幸好和我一起去的人他们的手机还可以再买一份 那么大老远开车过去 啤酒也不能喝本来还想到那里买啤酒的，不过这两道点击率极高的主食，几乎每桌必点，可我真心不知道究竟好吃在哪里，不过水晶包没有汤汁，皮厚，哎。,neutral
\\n图二鲜牛肉，不过总体感觉是浪费了这么好的风景环境和菜品，服务质量从楼面经理到服务员只能说是大排档低级餐馆水平 昨晚给老爸过生日，自带了蛋糕，点了一桌盛宴，菜品必需说还尚可，可第一道菜上来就发现有长头发暴露其中，跟主管说了，只一个对不起，轻描淡写一句换一个，在如此高档高价餐厅，我期待有更好的处理，没有我们也懒得争执只说算了吧，接下来就各种难以置信发生- 换每人面前的碟子，拿走了，却少一个回来，服务员也看不到，直到反复催才看到有一人面前没盘子，还有上菜明明留下上菜的位置，但不同服务员从不同角度不同位置上来，郁闷 最后吃完了，叫把存在冰箱生日蛋糕端上来，在任何普通餐馆稍微有点常识的服务员都会拆开包装准备好蜡烛如果不点上唱着生日歌进来，也得让客人有机会准备吧，他们倒好，连着盒子就放到桌上，不过河粉的做工也很棒，劲道并且易熟，煮的久了会化，应该没掺合别的乱七八糟的添加剂。,neutral
泰谷酒店位于厦门第一广场内，交通还是挺便利的，不过最近近两年因为修地铁造成了一定的不便，所以优惠力度还是挺大的，但是后来付钱的时候才知道，现在都付钱。,neutral
你留言说的再难听，也改变不了贵店性价比低，素质低下的现实，不过坐在19号桌 附近的几个美女都经常主动过来帮忙换碳和烤盘。,neutral
回到南京以后吃过七八家串串，和这家江湖串串一样的毛病就是底料太少了，味道太淡。吐槽下那个乌梅汁，中药味道太浓了，想要兑半壶白水才能喝，剩一半的时候倒出来都有中药渣子～\\n前台结账的大哥人很好，服务员小妹差点儿，餐具不干净让换一套，结果拿走了就没有然后了呵呵……还好老公点了易拉罐，没杯子也一样喝。）最后上了黄喉和烤肉串，黄喉第一次吃，还不错，烤肉串老口味不错的，但是心宜这家皇城老妈店已经很久啦。,neutral
\\n莫名其妙加了8元一个人的自助调料，加了就加了，竟然也说都不说一声，后来看了单子才知道加了这玩意，在哪里拿这个调料也不知道，还要到处问人。\\n靠窗还可以看到湖景哦，虽然跟看海湾公园的海景感觉不一样，但是也不错啦，因为离打餐的地方比较近，所以果断要了这个位置，(*∩_∩*)。,neutral
难道提前订餐并且交了押金店里就可以这样随便糊弄了吗，但是西兰花要一百多，嗯，就这几块，好歹你的摆盘也要好点啊，但是下次带全家来。,neutral
下午六点钟去的时候人不是很多，不吃辣的我们点了跳跳蛙，上餐速度挺快的，跳跳蛙肉质很鲜美，很好吃，服务员说配菜少帮我去加了点，服务态度很赞，老板人也很好，新开张优惠很多，想不到吃什么的朋友可以来试试，味道真心不错，不过进门一个没穿制服的男经理特别热情接待了，\\n在刚刚拷上一盘子土豆金针菇的时候，服务员掐着秒表来提醒我们，你们时间要到了哦。,neutral
点了个芥末鸭掌，干炸丸子，一套鸭子，菜的分量超多的，上来的菜都是一大盆的。,neutral
今天来南京路玩，在大众点评看到这家店，门头还是比较显眼的，在5楼，到了楼上先去取号，排队排了20分钟，在排队时有店家赠送的龟苓膏可以吃，点菜的时候看的大家的推荐菜，一个水煮鱼，只能说是我吃过最油的水煮鱼，还有夫妻肺片，也很油，空心菜还好，粤菜笋干不错，那个汤就不咋滴，还不如沙县小吃的，最重要的是，上菜速度慢，服务员解释说今天有婚宴，晕死，半小时才上一道菜，建议各位不喜欢吃太油腻的可以考虑别家，麻辣类的还可以，不过【玫瑰鲷鱼片】摆盘很美，形似玫瑰，口感嫩滑，但是三个人吃，点了三四个菜够吃。,neutral
#青菜腐皮#一直以来的最爱，#番薯焗芝士#真心不好吃，一股不知道什么味，好吧，这个差评，下次尝一下其他的甜点，不过再说下菜，来深圳十几年了，吃了无数客家菜，还是第一次吃这么差的，色香味全没有，我都懒得说了，估计根本没有正经厨师，随便找个人做的，做法都不对，但是还没有星爸爸的好吃，但是不多说上菜图供大家参考。,neutral
