content,label
味道好怪，闻着头晕，跟以前用的珍珠霜味道不同，用下再说了,neutral
有黑点儿，品质不是很好,neutral
有沙子 无解决办法 客服让拿水冲，沙子在我来拍照时掉了没有图。算质量问题吧,neutral
目前用了几张，效果不错，保湿,neutral
味道太淡，基本上没有什么白香果和柠檬的香味&hellip;&hellip;杯子也有一股味道。确实价格决定品质,neutral
有些黑的，味道不对,neutral
图片看着颗粒挺大，然后到了货，从外面肯本看不到里面产品是什么样的，打开外包装，里面还有个银色的袋子，再把袋子拆开才能看到产品模样，和药店里卖的比，个头小多了！,neutral
百雀羚 水嫩倍现特润霜50g（草本精萃面霜 超强补水 提亮肤色）,neutral
吃了两天，效果没感觉出来，继续吃吧,neutral
效果还好，可能是正品吧,neutral
碎了，不是完整的了,neutral
包装还可以，瓶比想象的大，但味道一般,neutral
感觉没有上次买的好，瓶外都是油,neutral
大小不一，质量一般，价格还贵,neutral
效果很好  但是太碎了  至少3分之2是碎的,neutral
一般般，味道很淡，很小的片,neutral
味道不错，颗粒也没多大,neutral
杂物，空籽壳比较多,neutral
枸杞都是粘的，坏的很多，都不敢喝,neutral
枸杞没有完全干，提出来的时候有很多成块的了。另外两种相对比较好。,neutral
黄芪是一种很常见的中药材，具有很多种功效，我主要是用它和其它材料一起煮水喝，用来补气的。这款福东海的黄芪价格确实很实惠，当然一分价钱一分货，黄芪比较小，切口都是斜的，比药店买的小。给需要购买的朋友参考。,neutral
"包装：外包还可以，里面小袋都没封住口！！！！
耐泡度：能泡7/8次",neutral
一般，太脏了，有灰土还杂质,neutral
收到货已经碎的不能泡了&hellip;&hellip;&hellip;,neutral
还可以，味道还算正宗，但是颗粒较小，总体上还不错。,neutral
里面全是碎**，,neutral
这是我收到的货，外包装烂成啥了,neutral
送货速度快！买了两瓶还没有用，现在又降价，好亏呀。种草已久，终于下定决心买了，还不知道啥时候能用呢,neutral
东西收到，打开对比了一下，没有上次的香，,neutral
这个牌子的化妆品用着还不错。有股淡淡的清新的香味，让人闻着很舒服，不是很浓重的香味，不刺鼻。价格方面也算是比较实惠的了。还可以的。,neutral
效果不是很理想。用了好像没有效果一样。,neutral
一直使这个牌子的产品，但这次购货发现包装瓶和超市买的不一样，包装盒内也没有应有的说明书了，怀疑是假的，扫码也没办法发现真假，难道京东也销售假货吗？,neutral
保守点，后期看看有没有效果。毕竟是山参嘛,neutral
不怎么样，不值得购买,neutral
感觉效果不大，一般般吧！还是奶水不够。吃了几次了,neutral
老品牌，包装很怀旧，推荐,neutral
吃得出来，很甜，不蛀牙才怪。,neutral
人参片比较小，铅笔截面这么大。主图特写照片有误导性。,neutral
没有图片上的精致,neutral
用着不错的。好东西，物流很好,neutral
商品没有如图所示那么好比较碎,neutral
不咋好喝，喝完后有点坠肚子，又不是撑的感觉，反正就是肚子稍微有一点点不舒服，效果啥的喝了一个星期左右，感觉没啥作用。,neutral
非常小一袋，袋子里都是碎小的原件，看起来和边角料没什么区别,neutral
不是图片上的一样，不是那么完整，有残枝，而且感觉很短小，不知道年份是不是一样的,neutral
还行，颗粒不大！不要是硫磺熊的就好了,neutral
放了一颗泡水喝，基本上没有什么参味。可能也是被提取过后的参了。,neutral
第一次购买 跟我想要的不一样,neutral
感觉效果需要升级。,neutral
这个品牌百合干不怎么样，不是软糯的是脆生的，而且好多有黑色头,neutral
喝着非常不舒服，喝了一次就扔了,neutral
甜是甜的，一点人参味没有，你跟我说是个萝卜片，我也吃不出来，关键我一家都没吃出来是人参,neutral
决明子太多了，其他花茶分量太少，味道很差,neutral
回购的，比上回买的贵了点,neutral
东西收到了，物流速度也是一如既往地飞快。包装没有破损。福东海系列的产品一直在食用。别的都挺好嗯。唯一有点不舒服的是 双11没有优惠。虽然标注着双11活动。不过产品本身的品质没有问题。以后有需要的话还会回购。,neutral
一罐吃了一大半再来评价，没有味道，像泡过的,neutral
商品收到，还没开始用，不知道效果如何，效果好的话以后追加好评！,neutral
买错了 开了封 懒的退了,neutral
没有说明书包装里面，扫一下条形码都卖五十二多。觉得其实满199 减100跟其他网上不减的价钱一样,neutral
日期不是很好，还有5个月到期了,neutral
物流速度很快，枸杞跟照片不一样，很一般,neutral
羊肚菌太小了吧，，，，，，,neutral
多一星怕你们骄傲,neutral
性价比不高，刚抹上挺水润，吸收挺快，可就是觉得不锁水，可能我皮肤太干了，不适合我！,neutral
不是很好不润，跟我以前买的自营的不一样,neutral
花160元感觉买了一盒山楂球，吃起来跟糖没有什么区别。,neutral
有好多碎渣，而且感觉有霉了的味道,neutral
买了一箱够用很久了，用了一片玫瑰的还可以，薄薄的五官也比较贴合，竟然就一层！没有转移膜,neutral
一般，感觉不是很好。还有，我严格按照教程一步步做出来的。味不咋好吃。还不如抖音现学做出来的好吃。每餐名字起的高大上。其实看着没啥特别的东西,neutral
白术年份不是很够，没有孔，很干。,neutral
片有点小。份量还是很Ok。,neutral
与照片严重不符，又黑又小，还有很多不完整的,neutral
小小一包，小小个的江枣,neutral
买给老爸喝的，喝了拉肚子就没再喝了？,neutral
这么贵的产品，但是效果不是很好。,neutral
购买了两盒，如图。很碎，不仅是断两段，分量也不够，两盒都是9.9克。（电子称在京东购买，也许有误差）如实发布，仅供参考吧。相信同仁堂品牌才购买的。很失望！,neutral
一分钱一分货，比起贵点的面膜差多了,neutral
一般吧，没特别感觉,neutral
吃亏上当就一回！,neutral
正在用，现货还不明显。,neutral
太酸了，一点梨汤的味道都没有，谨慎购买,neutral
一般买这个大部分都是送礼用的，都是库存货日期不是近期的，还有半年保质期，比较失望，包装送过来有些许磨损,neutral
说实话，看了评论买的，买了一大堆，其实真不如韩妆和日妆好用。膏体比较厚重，这就是为啥国产化妆品总和进口货差了那么一节，以后不会买,neutral
一般，味道难闻，用了长痘，后悔,neutral
味道很重，有点像香皂的味道,neutral
口感太淡了，两包一起都没有什么味。,neutral
品质一般买哪种老年党参更划算,neutral
不知道好不好，反正第一印象特差！正常人看到这个鬼样子的快递能开心吗😳,neutral
之前在这家店也买过其他东西，感觉不错，这次又来啦。收到快递后迫不及待的拆了包装。中药我真的是非常喜欢我会推荐想买中药的朋友也来这家店里买,neutral
非常不理想，一包料包里面大部分是红枣，菌菇类的大部分是杏鲍菇的根部，肉都煮烂了，杏鲍菇根嚼不动，😓第一次差评，不会回购了,neutral
真的不好喝  喝不来,neutral
没有什么效果，很油。,neutral
为什么没有安全认证的标识呢？,neutral
这个不好吸收，比较油！,neutral
什么玩意，这都是，还有土，脏死了,neutral
品种很多，配料全，质量一般，鹿鞭鹿茸不怎么样，泡了还没喝，效果后续追评。,neutral
可能适合冬天用吧，夏天用，不太好的感觉,neutral
看起来还算可以，就是不知道服用了后会不会有效果,neutral
1.9性价比还行，散装的，切割标准一般,neutral
还可以吧   买完几天就降价了   用着还可以,neutral
泡水的时候还可以，干吃有点像硫磺熏过的。,neutral
挺油的，黏糊的，不适合日常,neutral
"产品质感：不服贴
使用感受：像水一样，厚
适合肤质：不知道
补水效果：一般
贴合效果：不服贴
其他特色：像水一样，",neutral
感觉一般般的啦，没有那么好，但是也不差吧,neutral
只能随便喝喝，茶叶不是很好的那种，很蛮多杠子！,neutral
不知道怎么回事 没有实体店买的 滋润  打开 面膜纸展开 都不是全润润的  有些地方 干的,neutral
京东快递这么跋扈的吗，几次了，货物到几天了，没电话，也不信息。,neutral
葛根粉的作用还真多，不仅能降血压还能清火，吃了感觉真的有效果，感觉还有通经活络的作用，对改善月经很有帮助，总体来说还不错,neutral
包装太好了，大盒套小盒，还有小包装袋子，但是当我看见宝贝的时候有点遗憾啊！价格比~上贵了几倍啊，只是包装挺好有啥用？太浮夸了！我认为还是把实惠让给消费者比较好！随意开一袋发黑的有点多哦！看图片,neutral
感觉不太像真的，包装倒挺好，希望自己感觉是错的！,neutral
东西不够，少中药  沟通后就没有下文了,neutral
天气太热了，没有采取任何措施，拿到家塑料包装都是热的，里面玫瑰花都热变色了&hellip;&hellip;快递小哥也很辛苦，就不退了，唉,neutral
我不知道特级到底是怎样，但就这个构杞子大小不均匀。如下图,neutral
出油的太厉害了，感觉和去年买的不一样,neutral
生产日期有点时间长了2022年12月03日，能否时间短点,neutral
适合干燥和冬天季节使用。,neutral
一般吧  快递挺快的,neutral
看着也就那样，喝看看吧,neutral
有点不值 一点茉莉花味都没得,neutral
初级农产品，未在主页标明，产品未清洗，全都是泥沙，,neutral
一般，保湿很好，但是一天脸上就胶水一样，黏，还很亮，返光,neutral
这次的比上次的质量差很多，很小，还掺杂一些乱七八糟的,neutral
还好吧，我用惯了保湿霜，这款的有点像凝胶似的，用着不是很习惯。,neutral
非常后悔，不好喝，喝不下去,neutral
枸杞个特别小，跟照片完全不一样,neutral
喝的感觉和上次买的味道不一样,neutral
买三盒，两盒是10片包装好的，10片散装，是想省盒子还是产品不同？？？,neutral
应该是烤过火了，喝着很酸,neutral
有些油可能不大适合我,neutral
方便快捷，疫情影响有些到货还是慢，总体还不错。,neutral
刚收到货还没开始喝，希望能美白对祛斑也能有一定的作用，如果有效果的话还会回购，不知道这个膏怎么样，也是第一次购买，希望是好用的,neutral
有点油腻，适合冬天用吧。,neutral
倒是送个勺子啊，难道要用手抓嘛,neutral
买回来还没煲过，朋友说治胃疼有效果。,neutral
开了好几个都是这样的，这种喝起来有一股焦味,neutral
内包装不太好，我以为每包独立密封的，这样的包装容易潮湿，剪了一包看下内容，还没喝不知道味道怎么样,neutral
用了过敏了，不敢用了，过几天再试试！,neutral
原色不错，就是没有图片上的那么整齐。,neutral
表面几颗看过去还可以，里面有的就特别小。,neutral
真的很难喝真的真的很难喝,neutral
感觉这个价格三颗有点贵。不是很理想。,neutral
是小盒子 不大方 不是很好,neutral
有沙子，有沙子，真的有沙子,neutral
感觉可以，但是贵了点,neutral
"口感：个人觉得一般
包装：很好
耐泡度：比较耐泡，400毫升左右",neutral
一般般啊，实在不好给好评，有烂草根，质量真的一般,neutral
生产日期新，送货速度也快！但第一泡，竟在菊花上发现了一只小虫子。,neutral
漂浮率50%  果小  碎果,neutral
很一般，价格也不便宜，还没啥香味,neutral
五根人参变成四根半人参,neutral
不咋滴，没想象中的好，也不知道好评从哪儿来的，,neutral
买了几天就有优惠了。,neutral
昨天买的，今天就降价了，太离谱了,neutral
只有虫体没有草体，7张图片6张都存在草体图，实物和图片不符,neutral
不是23年的春茶,neutral
物流快，五支参有一支没有芦头，这个有点遗憾。香气不足,neutral
包装里外都有破损,neutral
太小了，跟小树枝一样细,neutral
只能说一分价钱一分货，那水煮开后就看得出来，质量不咋地，想吃好斛就不能贪图便宜,neutral
刚好凑单买的，1111标价降了，申请自动补差价不成功，原价降了，券就不够数用不了了,neutral
好小片啊，和药店买的没法比,neutral
good good good good good,neutral
味道很一般，不好喝！,neutral
看着不错 不知道用着怎么样  用后感觉很一般 没啥味道,neutral
东西收到还没吃，就是刚买好就降价了，不开心☹️,neutral
刚刚开始喝，不知道效果怎么样，感觉味道不好喝,neutral
特别刺眼睛，每次使用都会流泪,neutral
一般，有点陈味，豆腥味比同仁堂要轻,neutral
嚼不出浆，干干的，偶尔一颗味道还不一样,neutral
一般一般，挺碎的，我认为没有北京同仁堂的好，,neutral
给老妈用的 可以接受,neutral
快递便捷，，，，，，，，快递便捷，，，，，，，！,neutral
茶叶不错，老板怕我喝茶饿，甚至还送了蜗牛,neutral
喝了有点上火，一次不能喝太多，感觉还是药不能瞎喝,neutral
量大实惠，但是这种品相送人就算了。,neutral
这个价格份量不可能买到真货,neutral
以为是两罐，结果是一罐，那一个字&mdash;&mdash;贵！以后这个店是要进黑名单了,neutral
品相一般 只能说一分价钱一分货,neutral
这个给父母买的，希望是好的，但是第一次发过来的时候底部碎**很多，后来联系换了一下,neutral
怎么三七干这么轻呢？,neutral
喝了觉得口味不错，但是有一股土腥味。还有比较脏。,neutral
这个贝母比我想象的小太多，当时看到野生的特别贵就想试试这个吧，哪知道如此的迷你，我以前买的比这大，藏贝母也比这大，其他没啥，吃了后才能知道。,neutral
挺好的补水保湿护肤品,neutral
第一次购买不知道效果怎么样,neutral
这款面霜太油了，一用就感觉有层油在脸上，一摸就感觉有角质层掉下来...很失望，以后还是在实体店买护肤品算了。,neutral
商品没有配套礼袋,neutral
黄芪是没错，尺寸细小的伤心,neutral
外包装在运输中受挤压已变形，好在瓶子没破。而且标价实在有太多水分。,neutral
我收到的这个跟评论区朋友们泡出来的区别太大，都是梗，跟别的牌子差太多了，这个状态可不是牙尖，牙尖泡完以后应该会软，这个跟柴火棍似的,neutral
感觉像是用过的，连个包装都没有,neutral
喝完肚子有点疼。,neutral
前几次买的都很好，这次到的个头又小又硬，且没有味道。,neutral
"商品挺好,一是有送东西结果没送,非要点击领取,要送就送,送不起就不要送嘛;二是这边收货那边就可以送三十的卷,哎,又亏了三十元.",neutral
感觉不怎么适合油性皮肤，其他的还不错。,neutral
用了几天了，给人的感觉是油油的，但是搽在脸上以后没有那种感觉,neutral
不是很好，羊肚菇就很小的一个，蛹草菇也就几根，没有竹荪，好对都是碎**，山药倒是好几片，整体的体验不是很好。,neutral
商品包装物流暴力盖子都摔漏了。黄芪都撒出来了。换了一桶,neutral
挺好的，块也比较大,neutral
茶不错，就是泡水之后杂质很多。枸杞之类的是那种很次的枸杞。整体还是不错的。就是杂质太多。,neutral
商品过期了，和以前买的不一样，非常差。这种商品不能再销售了，坑人。第一次打差评,neutral
这个包装袋是真的无法接受 连个厂家都没有  真空包装也是漏气的,neutral
产品质量还可以吧，已经买过几次了,neutral
货品质量不佳，不知道是不是因为存放时间过长，药效减退了,neutral
包装损坏，人参胡须断了,neutral
"不知道质量如何 以前没吃过这么补的  放个图懂行
的人来辨别辨别辨别",neutral
商品还不错，价格忽高忽低，高价时买的，京东的价格都是乱定的,neutral
买了很多次了，不是很好喝，就一点点酸甜味,neutral
一喝就上火是咋回事。。。。,neutral
品质不好，包装较差，,neutral
送货很快，希望有效果,neutral
还可以吧，还是更喜欢美肌水,neutral
每年都在用相宜本草百合套装，感觉今年的气味不太一样，不知道是不是正品,neutral
物流倒是挺快，但物品与描述有较大的偏差，打开还是有异味，怀疑是经过特殊处理的。,neutral
就是个头小，闻起来不是能浓郁感觉 量足。一整盒,neutral
说是淡斑，其实没什么作用,neutral
Ⅰ:收到了，质量还行，用过后再评价&hellip;,neutral
用了一个星期了，没什么效果,neutral
图片与实物不符，散装茶包好小一包。,neutral
送货上门，较方便，不过好像比以前贵了好多。,neutral
实物与图片差距太大,neutral
有点苦，放点蜂蜜还是没什么问题的，,neutral
一般  一个月后再追评,neutral
独立包装小袋有的没有封好,neutral
送货速度挺快的，还会继续支持的，就是保质期不新鲜,neutral
一直很喜欢，就是价格涨的太快了，一年比一年贵，记得第一次买才三十多。,neutral
宝贝收到了，太惊喜了，质量非常好，性价比很高，真是出乎我的意料！本来还很担心东西不好，拿到手发现完全多虑了，五星好评,neutral
相宜本草八倍凝水霜50g，价格实惠，就是觉得太黏。,neutral
照片与实物差异太大,neutral
帘子上好像有很多残留，也不知道是啥,neutral
一盒里面已经发现有三个这样的了，东西都不全,neutral
东西收到了感还可以吧！值得推荐一下！,neutral
还行，就是感觉畸形,neutral
好好好，就是感觉有点小,neutral
还行吧，冬天不适合用,neutral
荷叶味道太明显了，,neutral
觉得冬天干燥用还可以吧，现在用有点油的，油性皮肤最好不要买了，有严重搓泥,neutral
一般，用完皮肤有点干,neutral
测试枸杞的硫，虽然达到国标范围内，但说明还是含硫，既然是特级，就应该是无硫,neutral
品相一般，颗粒较小,neutral
不喜欢，油油的，。。。。,neutral
一泡就化，白茫茫的水，身小面糙,neutral
一般般吧，有点苦,neutral
买完第二天就降价了，问呢客服说是降价是活动价,neutral
收到的货与图片效果不符，还是带泥称的,neutral
用了一个月了，没有什么效果，晚霜给人感觉很脏，看着不舒服,neutral
我抹的不算多，他搓泥儿。,neutral
就一般般，有些个头很小,neutral
这个价格喝着还行吧，要求不要太高，性价比还行,neutral
喝起来太剌嗓子了，不加牛奶直接泡水喝简直不是人喝的,neutral
抱着支持国货的心，以前也用过片仔癀的肤护品，感觉真心不错，但这款霜稀的实在是像乳液，说它是霜有点名不其实，不如皇后珍珠霜。,neutral
这个霜用了没有自己想的那么润，还可以吧,neutral
很一般，说的个大饱满，大家看看下图里面很多次品,neutral
可以的，已经回购了。就是胃不好的少喝。,neutral
包装都不是密封的，里面小盒包装都是被人打开的都没盖上，这要是送人别人以为开过包的，还好提前看了一下，性价比不高，就是一小小包，煲汤一盒估计只够一个人的份量,neutral
整体感觉还行吧 材质一般 不是特别优质的东西,neutral
有点过于黏腻 不过虽然很粘但是保湿效果却一般,neutral
感觉不太像是正品，与我以前买的不一样。,neutral
只有一根鹿筋带蹄，另外一根不是主筋，像鹿皮忽悠人，,neutral
外包好看，，，，，，，，，，，，，，， ，，，有滋润作用,neutral
比实体店便宜，但不确定是真假。,neutral
还好里面有单独包装，原包装封口的食品都能洒成这样&hellip;,neutral
降价太快了，才几天就降价了，比我买的时候便宜了50元,neutral
大小不一，非精选，谨慎购买。产品包装写着:砂仁，而非春砂仁。,neutral
不知道有没有效果，就当保湿呗！,neutral
"挺小的,与图片不符,不满意.",neutral
比较干，发货及时，几天收到了，还没有用，效果如何不知道，,neutral
拆开包装只有49片,neutral
太油腻了，不是补水是补油,neutral
卖这么贵的，也舍不得用个好的物流给客户，送的蛋白粉被拆封过,neutral
一般般，吃了感觉会上火,neutral
之前买的和这个烘干方法不一样，感觉还是之前味道好点。,neutral
便宜了，好像没之前好了,neutral
还没有用，过几天在说吧。 ，。。。。。。。。。。。,neutral
喝了没有排便的感觉，可能个人体质问题吧,neutral
刚敷了两片，白色的感觉还可以，就是味道不太好闻。,neutral
冬天用还好，夏天不能用，有点油油,neutral
老婆喜欢下次还买价格便宜,neutral
不好用，没有什么补水效果！,neutral
泡水后有黑色的东西，酸酸的味道，生产地址是村里，感觉有点不卫生，包装上没有任何检验合格的标志，不知道是否能够达到卫生标准！,neutral
不干净，杂质过多。。,neutral
都没有收到货，不知道去哪里了,neutral
很干净，就是切片很小。,neutral
这个药材有点潮湿了,neutral
闻到一股流黄的酸味，不良商家,neutral
茯苓泡水喝，没有多大用处。,neutral
大概是很多祛斑霜都要几个月见效吧。反正我十天以来没感觉见效。还有***。,neutral
