content,label,suggested_label,reviewed_label,notes
我原本想订卫兰轩或是湾景国际宾馆的，但是都没房了，所以才选了珀丽的。还好没有让我失望。我订的时候也只有豪华客房了，HKD791/天的价格在香港还算是比较便宜的了，我和JF住了两天。酒店没有那么难找，虽然在铜锣湾我们问了几个香港人，他们都不知道珀丽酒店，还好从铜锣湾地铁站的F出口出来，我就望到酒店高楼上的LOGO了，所以找酒店没有花很多功夫。不过酒店周围有很多天桥，JF着拖行李箱爬台阶可累坏了。酒店态度还可以，香港人都很有礼貌的，前台办理的速度也不慢。前台说我们去的这几天正遇上香港某展会，所以豪华客房都住满了，免费给我们升级到行政房----真是很划算！房间在30楼，风景不错，可以看到海景和山。旁边的居民楼都很高，若不是我们的房间升级到28楼以上的行政房的话，这么好的景色就都被居民楼挡住了。房间确实很小，我是大床房，房间里放了一张大床后就放不下其它东西了。不过设备较齐全，电视机是液晶的。80元的自助餐还是比较贵，而且订了就不能退的，就是不吃也是要扣钱的。如果出去吃早茶，二个人一共才八九十元。酒店位置还是可以的，闹中取静，步行到铜锣湾SOGO和时代广场所在的最热闹的商业区也不到十分钟。坐公交车、坐地铁都很方便。要提醒大家的是，酒店入住要付押金的，而且付押金不能用银联信用卡（但结账时可以用银联），只能用VISA或万事达卡。我们是用港币付的押金，住两天付了3000元的押金。总的来说还是可以的，不过跟内地的酒店相比，应该不够四星的标准，如果价格能再便宜点，下次我还会考虑选择该酒店入住的。,positive,neutral,neutral,
1、外观基本上还算美观，手感也还不错，而且是双屏，外屏有三色显示灯，不用打开就可以看清来电号码。2、虽然不是彩屏，而是单色屏幕，但内屏面积很大，分辨率也还过得去，普通的照片显示质量也还能接受。3、电话簿容量比较大，可以存储200个姓名，而且每个姓名可以存储3个电话号码和2个电子邮件地址，这点很实用。短信的收件箱和送件箱容量也还可以。4、它的拒接电话功能很实用，既可以预先设置自动拒接，也可以手动拒接，来电方听到的是电话忙或线路故障之类的提示音，使我既可以不接不想接的电话，而又不伤害来电方，确实挺实用的。5、具有上网功能。其MiMi上网、下载图片铃声等功能都还挺好用的，而且可以随时收发电子邮件；对我而言，更重要的是它的WiWi上网功能，因为我时常在远郊区县出差，有了该功能就可以随时利用笔记本电脑上网，使用起来也很简单，只要用另外购买的小灵猫把笔记本电脑和UT618+连接起来就可以了，至于实际的上网速度，自己感觉比GPRS上网速度还要快些，当然，最大的好处的费用要比GPRS低。6、虽然只是4和弦铃声，但效果还过得去，我下载的仙剑、魂斗罗等铃声效果都还不错，而且由于有电子邮件收发功能，还可以自己制作图片铃声发到邮箱里，再下载到该机里使用。7、在小灵通里性价比还算高。该机在小灵通中属于中高端机型，比它价格高的UT718+等产品除了彩屏和外加摄像头功能外并没有什么实质上的新功能，选择小灵通本来就是把它作为廉价的移动通信和无线上网工具，那些华而不实的功能对我没有什么吸引力，况且自己的GPRS手机就具有那些功能；而比它价格低的机型则功能太简单，特别是没有电脑无线上网的功能。8、待机时间还不错。我的机子使用了一年多，现在如果只是正常通话不使用上网功能，一般都还能待机一星期左右。9、售后服务也还不错，我的机壳摔花过一次，UT斯达康售后服务中心就为我免费更换过。,positive,neutral,neutral,
在义乌临时改变行程，因此凌晨给携程打的电话，印象中大家对此酒店评价不错，于是预定了。第二天在GPRS的指引下，来到酒店，虽然走了点弯路，总体还算方便找到。红星剧场不是影院，是表演的，只是初三到的时候没有演出。以下是自己的感觉，先说优点：1、车停到地下车库，有人来登记车牌，住宿免费停车。赞一声，感觉有安全感；2、预定的是大床房，那床真的是超级大，一家三口睡上绰绰有余。CHECK IN /OUT很快，服务很好；3、热水出水量大，洗澡舒服！排气很好！4、免费上网，虽然网速不算太快，但还是可以的。再说缺点：1、房间的空调严重有问题，据服务生说：高层的好些，底层的，特别是朝北的，是很冷！这几天杭州很冷，原本想早点回到酒店可以暖和一下，但是还是不可以脱外套。想调高层的，回答到高层只有双床的，没有大床的！不爽！晚上只能再上盖二条毯子！也在想如果是夏天的话，9楼的冷空调会不会很热呢？？2、携程上说含双早，可是酒店说不含早！已经向携程投诉了，回答说春节不含早！不爽！这应该算在酒店上还是携程上呢？看来大家以后预定的时候，还要留个心！3、预定的时候说是无烟房，原本以为会特意除烟一下的，结果总台只是通知拿走烟缸！哈哈，和大家点评的时候感觉完全不同！4、车库不能直接上房间，要通过大堂！不方便但安全。总之438的价格，如果不含早的话，自己感觉没有特别的优势。因为附近毕竟没有很多的小吃店。到河坊仿古街也要走15-20分钟。宾馆反馈 2008年2月20日 ： 首先感谢您的点评！我们认为以上您提到的优点都是我们应该做到的，因为我们酒店的服务宗旨就是“致力于殷勤服务，创造生活天堂”；对您提出的缺点例如空调问题、房间无烟处理等等，我们正在责成有关部门改进，相信下次您入住的时候能够看到我们的改进；我们还是希望您能够对我们多提宝贵意见，以帮助我们改进我们的服务，让我们能够更好的为客人服务。再次感谢您的点评和宝贵意见，欢迎您再次光临！,positive,neutral,neutral,
128g内存完全够用了，音质屏幕确实不错，但是续航一般般。,positive,neutral,neutral,
整体感觉还可以吧，价格方面在厦门还算可以，叫了餐服，服务态度还不错，房间感觉不是太好，用的洁具都很一般,positive,neutral,neutral,
整体还是不错，都挺新鲜的，特别是苹果和菠萝，很新鲜，味道也可以，但是车厘子就不是特别新鲜，味道也一般，应该放有一小段时间了，不过也理解吧，毕竟这种比较难保存,positive,neutral,neutral,
阳台观景不错，可惜房间内设施很一般。没有地毯只是地砖铺设，床也比较硬。尤其是厕所，散发了一个晚上的味道。。。感觉只有三星的水平，不过酒店前台的寄存服务还可以。,positive,neutral,neutral,
春节特价入住套房，含早/晚餐，服务非常到位，只是由于酒店有些老，但是设施还算不错！只不过这种春节价位希望酒店能够实现春节特价周末常态化，这样会吸引大部分旅客！,positive,neutral,neutral,
很好的平板，速度还可以，清晰度也还行，看视频不卡！玩游戏一般般！虽然没有光线感应器，合上皮套不能自动熄灭，但是这个价格在这里摆着，还要啥自行车啊！有GPS，16G内存有点小了，需要加个储存卡，总体来说推荐购买！,positive,neutral,neutral,
这是第二次入住了，因为出差需要，在安庆，确实也没有其他地方可住，酒店整体环境优雅，房间设施一般，不过卫生还可以，每次入住后，习惯检查一下床面是否整洁，近期出差，入住的酒店中，只有这一家未发现床上有残留的头发等异物。,positive,neutral,neutral,
酒店位置不错，房间也比较干净。酒店服务员的办理速度还比较快，而且态度不错，主动告诉我们到各旅游点的公交线路。早餐一般，但是老公说还可以。在这里吃了一顿晚饭，也是一般。不过这里到洛阳的各个大景点的公交非常方便，就在酒店门口，出门就是。不错,positive,neutral,neutral,
应该算是比较老的酒店了，但是整体的感觉不错，在三星的酒店中应该算是比较好的了，我住的是商务大床房，房间感觉还是挺宽敞的，早餐算是一般，不过前台的服务小姐确实很热心，感觉真的不错！！！顺便提一下，就是感觉房间的空调制冷效果好像不是很好，希望能改进一下！,positive,neutral,neutral,
"酒店前面就是温泉公园, 环境还算ok.我下午3点左右到酒店, 在前台等check-in时等了十多分钟才有服务员替我办手续. 不过, 退房时就很快.房间也算整洁, 但洗手间的毛巾有一点点油烟味似的.自助早餐只是一般.最喜欢的是晚上大堂有人弹钢琴, 很好听.",positive,neutral,neutral,
推荐！！地理位置一走出来就是尖沙咀热闹地方，也就5分钟，性价比很高！一条路上还有君怡那个宾馆，但是好像君怡比它贵点，其实走出来也没差多少步，肯定这个核算！房间小一点，不过觉得还不错，意外还可以看到远方的海景，我住21楼，景色舒服！总体上来说不错！只是周围2个便利店没有什么花头。。。。。,positive,neutral,neutral,
酒店还算不错，整体比较好。有两个缺点，1、网速不知为什么很慢，如果是比较大的文件就总发不出去，就更不用说下电影了。2、电视机总有些频道有干扰，反正我住宿期间没怎么看电视。以上两个缺点，找了服务员，也没解决。服务员只是说，大家都是一样的，统一的，也没有解决办法。不过因为工作方便，我下次还是会住在这家酒店的。,positive,neutral,neutral,
过年前看了三部曲中的前两部，感觉也只是一般，仅仅是冲着想看完三部曲中的最后一部才买的。但是，开始看了之后觉得这是三套书里面写的最好的，而且也是看过的小说里面相当不错的。人物刻画的比较丰满，情节也很跌宕。结局也不算不好，每个人都能做他们想做的事情。不过作者塑造的女主形象倒是没什么大的变化，都是没心机，不会去害人的，和之前流行的宫廷小说有很大的不同，这个好。,positive,neutral,neutral,
住的是大床房，和先前筒子们介绍的情况差不多，会免费升级一下房间，有两瓶免费的可乐送。对该酒店服务总体评价也就中规中矩四个字吧，不过，的确评到五星是有点过头了。四星差不多了。当然，性价比而言，还算可以，毕竟花的不是标准五星的价。对该店算是有意见的话，那就是实在老了点，虽然看得出花过点功夫重新装修，但偶还是不够喜欢。另外，早餐也算基本满意吧，品种数量还可以，味道so so 啦。软件方面还可以，要地图有免费地图送上门，草鞋托也算有点小意思，基本功还算到位。,positive,neutral,neutral,
住了一个晚上的大床房，总体感觉不好不坏。房间是超级大，还有吧台，不过对我来说没什么用处，装修感觉不够轻松。刚进房间放下包就有小姐打电话来问需不需要按摩服务，让人怀疑是不是酒店有什么猫腻。卫生间洗澡水超大，但是洗浴用品比较少，不过有一大堆乱七八糟的东西像什么安全套，一次性内裤，祙子等等要收费。地理位置倒还不错，交通还算方面。还有一点，早餐比较一般，而且位置太少了，等个位置吃早饭等了好久。补充点评 2008年7月13日 ： 忘记说了，房间内打长途竟然还要钱，而且宽带上网巨慢。,positive,neutral,neutral,
2007年8月17日晚上回程路上临时通过电话预定， 酒店位于淮安楚州周总理纪念馆旁边， 京沪高速下来很方便。但是距离楚州市中心比较远(不过楚州也不大）。该酒店应该是电力下属的三产吧， 服务一般的很， 和三星的标准有点距离，号称2004年重新装修过， 估计入住的人不多， 房间还算整洁，但是比较郁闷的是床上的被单不是很干净， 不知道是没有洗干净还是没有换过，早上天亮看看真的如此。这个是绝对不应该的。如果有时间还是选择其他的酒店吧，半夜看的不是很清楚， 附近有一个四星的酒店正好位于湖边， 景色应该不错。,positive,neutral,neutral,
住到现在最差的酒店，没有只一。唯一好的就是有免费的来往浦东机场的班车，不过车很破很旧，然后接送师傅态度很差，不过既然是免费也就算了。然而，酒店大厅装修还可以，蛮高大上的，可是房间不要太差。进房间的时候有一股异味，床单感觉是没有换过的一样，地毯很脏，而且地上还有黑色的虫子在爬。浴室的墙壁是完全无法直视的，下水道口感觉很脏，马桶也没有洗干净的感觉。还有就是在酒店的餐厅吃了一个饭，价格总体偏高，味道很是一般。第二天早上的早餐也很垃圾。总而言之：这种酒店还卖300多一个晚上性价比顶多100一个晚上。反正就是完！全！不！推！荐！大！家！去！,negative,neutral,neutral,
此次去三亚，共住了3家宾馆，第一家是三亚湾的普通的，感觉还算干净，只是没热水，而且进房间的时候发现了一只壁虎，吓的不轻。第二天住提天域，虽然感觉没有喜来登的好，但是确是此次三亚旅游入住的三家中条件最好的，只是早餐太贵了，又没东西吃.珠江在大东海，所以俄罗斯人特别多，而且当地人去海滩的也多，感觉好像太嘈杂了。我们后来改为海景房，看海景还不错，阳台太小了，简直是可怜，房间还可以，吃的也是恶贵，午餐一个蔬菜、一个点心、一个菜泡饭，结帐要100多，晕倒。还有要提醒的是如果到春园那边吃海鲜，需要有耐心，我们三个人，点了4-5个菜，结果等了2小时，才把所有的菜上完。（还是老板娘亲自出马催，才在2小时之内吃好）,positive,neutral,neutral,
通过携程预定后，到达酒店时，前台居然说没有预定成功，而且说该房型没有了，只有更高价位的房间，而且如果不马上确定也没了，打电话到携程沟通，10分钟后终于有了房间，刚才不是说没有了么！！！气死了，先不理他，后来和携程投诉，态度比较满意，答应再次入住给予免费升级到更高一级的房间，可是第二次去的时候竟然没有任何区别，原来该酒店只有这一种房间，只是便宜的房间数量少，诶，不过地理位置还算凑合吧，门口有几个停车位，就在三环边上，不过离中关村可就远了，想到中关村办事的我看见就算了，离北京电视台和北外，中国青年政治学院，北京理工大学，中央民族大学很近，去这些地方办事的，住在这里很方便。价格还算可以，最近搞活动吧，160一间，不过数量很少！房间硬件还说的过去，不过我住的时候，床上居然还有几根头发，算了，也不算什么大问题。总体感觉还凑合吧，性价比不错,negative,neutral,neutral,
临海木屋住了两晚，写点自己的感受吧。蜈支洲岛很不错，海水清澈，沙滩白细，景色很美，只是不适合游泳。唯一开辟的游泳区域很多珊瑚，扎脚，我就被扎破了。岛上有几个游泳池，倒还算不错，可以一边游泳一边欣赏海景。临海木屋中6688号的景色是最好，如果可以建议预定这间房屋。木屋中设施不错，虽然没有酒店豪华，但是面积不小，而且还算是干净。晚上听着青蛙、小虫、壁虎的鸣叫，感觉很不错。岛上吃的东西比较贵，味道算是一般。西餐厅可以晚上去，一边吃饭一边看夕阳，非常有感觉。中餐厅味道稍微好一点，但是价格不便宜，两个人怎么也要100块钱。建议住在岛上，可以在游客还没有到来的时候感受一下岛上的悠闲生活。我去的时候是淡季，晚上好像是我们两个人的小岛一样。岛上开发不错，服务也很热情，海上项目中觉得摩托艇最刺激，潜水没有参与，但是听说没什么意思。其实在临海木屋下面，也就是岛主别墅对面有一小片沙滩，那里海水清澈，戴上游泳镜就可以潜水，也可以看到小鱼和珊瑚什么的。,positive,neutral,neutral,
1.按键的排列虽然很酷，但是很难上手，需要不少时间的适应。即使是现在，也时常需要双手操作输入。而且按键手感比较差，两侧的数字按键有晃动，手感不清晰，有时侯按下去没有反映（我的手机的“6”键尤其如此）；中间的功能按键宽大，手感要好很多，但是左右软键用的时间一长，手感就变涩，没有开始的手感好。摇杆比较滑，打游戏时手感不爽，如果能有IBM的红点帽的设计就好了。2.整体系统稳定性一般。虽然大家都说6。0的版本稳定性强于7。0的，但是SX1比起6600来稳定性差不少。我一个用6600的朋友说他只死过一次机，而我的SX1起码死过3，4十次了，其中还有两次，死机后开不了机，只能去客服重新刷机。最主要的症状在收短信后回复时死机，然后系统自动重起。不稳定的毛病让我很上火，一直想换机，只是迟迟下不了决心。3.电池使用时间一般，晚上不关机的话一般在2天到2天半左右，据说不如6600。4.随机软件：随机配备了数据线，不错。但是光盘上的那个软件实在太差了。首先没有中文版本，（莫非西门子那时候就决定撒手了？）而且不支持大字体，每次使用都要重新切换成正常字体后才能使用。要命的是还经常出问题，在备份短信的时候经常无故退出（是不是因为我的短信比较多呢？1千多条）,negative,neutral,neutral,
5月10日前后买的机器，找朋友帮忙，在广州的中域购得，RMB3250。另外有活动，额外赠送了一块电池，不是MOTO原厂的。 （1）屏幕颜色十分艳丽，我使用的是原机的红色平保画面，看上去“相当”炫；但这种大屏幕的滑板机器不得不面对的一个问题就是，屏幕过大而且没有保护，像我这种平常把手机放在口袋里面的人使用的时候很容易就把屏幕磨花了，所以我又花了10块钱贴了一个保护膜；（2）声音效果还算不错，操作起来也还可以；（3）不带蓝牙和红外，和电脑传输数据只能通过数据线；（4）130W的CMOS摄像头拍摄效果还算可以接受，在此之前用的普天T618，T618采用的30W摄像头是什么的？为什么普天的拍出来效果我感觉更好？（5）按键声音音量不科学，即便是调到最弱的音量听上去仍然很响，所以我只好选择把按键声音关闭了；（6）前一个帖子也有人提到，170M的自带内存，没有办法扩展，我个人觉得倒也够用了，但是也许有人会觉得这是问题吧；（7）在电话本里面的号码可以对应其个人照片，设置好之后，在每次呼入的时候屏幕上就会显示照片；（8）电池使用时间还可以，我本人使用比较频繁，而且全天开机，但也能坚持两天两夜；我之前用普天的T618的时候一天都坚持不下来，所以这已经让我觉得满意了；,positive,neutral,neutral,
